step,objects,heap_used,fragmentation,roots,pinned,query_shape,hit_at_1,hit_at_3,mrr_increment,gc_cycles_total,gc_cycles_delta,gc_freed
1377,2,622,0.0,0,0,disk,0,0,0.0,55,0,0
1378,3,949,0.0,0,0,circle,0,0,0.0,55,0,0
1379,4,1261,0.0,0,0,circle,0,0,0.0,55,0,0
1380,5,1574,0.0,0,0,oval,1,1,1.0,55,0,0
1381,6,1891,0.0,0,0,light,0,0,0.0,55,0,0
1382,7,2208,0.0,0,0,disk,0,0,0.0,55,0,0
1383,8,2529,0.0,0,0,circle,0,0,0.0,55,0,0
1384,9,2856,0.0,0,0,,0,0,0.0,55,0,0
1385,10,3165,0.0,0,0,disk,0,0,0.0,55,0,0
1386,11,3502,0.0,0,0,light,0,0,0.0,55,0,0
1387,12,3815,0.0,0,0,disk,0,0,0.0,55,0,0
1388,13,4132,0.0,0,0,triangle,0,0,0.0,55,0,0
1389,14,4453,0.0,0,0,other,0,0,0.0,55,0,0
1390,15,4772,0.0,0,0,oval,0,0,0.0,55,0,0
1391,16,5093,0.0,0,0,light,0,0,0.0,55,0,0
1392,17,5412,0.0,0,0,,0,0,0.0,55,0,0
1393,18,5737,0.0,0,0,disk,0,0,0.0,55,0,0
1394,19,6076,0.0,0,0,fireball,0,0,0.0,55,0,0
1395,20,6389,0.0,0,0,cigar,1,1,1.0,55,0,0
1396,21,6718,0.0,0,0,,0,0,0.0,55,0,0
1397,22,7037,0.0,0,0,disk,0,0,0.0,55,0,0
1398,23,7356,0.0,0,0,,0,0,0.0,55,0,0
1399,24,7673,0.0,0,0,disk,0,0,0.0,55,0,0
1400,25,7980,0.0,0,0,disk,0,0,0.0,55,0,0
1401,1,313,0.0,0,0,disk,0,0,0.0,56,1,25
1402,2,624,0.0,0,0,light,0,0,0.0,56,0,0
1403,3,933,0.0,0,0,light,0,0,0.0,56,0,0
1404,4,1246,0.0,0,0,light,0,0,0.0,56,0,0
1405,5,1561,0.0,0,0,light,0,0,0.0,56,0,0
1406,6,1872,0.0,0,0,disk,0,0,0.0,56,0,0
1407,7,2209,0.0,0,0,light,0,0,0.0,56,0,0
1408,8,2516,0.0,0,0,disk,0,0,0.0,56,0,0
1409,9,2837,0.0,0,0,disk,0,0,0.0,56,0,0
1410,10,3151,0.0,0,0,light,1,1,1.0,56,0,0
1411,11,3470,0.0,0,0,circle,0,0,0.0,56,0,0
1412,12,3785,0.0,0,0,other,0,0,0.0,56,0,0
1413,13,4096,0.0,0,0,disk,0,0,0.0,56,0,0
1414,14,4417,0.0,0,0,rectangle,0,0,0.0,56,0,0
1415,15,4738,0.0,0,0,light,0,0,0.0,56,0,0
1416,16,5053,0.0,0,0,disk,0,0,0.0,56,0,0
1417,17,5382,0.0,0,0,other,0,0,0.0,56,0,0
1418,18,5697,0.0,0,0,various,0,0,0.0,56,0,0
1419,19,6018,0.0,0,0,disk,0,0,0.0,56,0,0
1420,20,6331,0.0,0,0,oval,0,0,0.0,56,0,0
1421,21,6648,0.0,0,0,,0,0,0.0,56,0,0
1422,22,6973,0.0,0,0,cylinder,0,0,0.0,56,0,0
1423,23,7280,0.0,0,0,circle,0,0,0.0,56,0,0
1424,24,7591,0.0,0,0,egg,0,0,0.0,56,0,0
1425,25,7902,0.0,0,0,cigar,1,1,1.0,56,0,0
1426,1,331,0.0,0,0,circle,0,0,0.0,57,1,25
1427,2,640,0.0,0,0,disk,0,0,0.0,57,0,0
1428,3,959,0.0,0,0,,0,0,0.0,57,0,0
1429,4,1276,0.0,0,0,disk,0,0,0.0,57,0,0
1430,5,1591,0.0,0,0,triangle,0,0,0.0,57,0,0
1431,6,1916,0.0,0,0,teardrop,0,0,0.0,57,0,0
1432,7,2239,0.0,0,0,oval,0,0,0.0,57,0,0
1433,8,2552,0.0,0,0,disk,0,0,0.0,57,0,0
1434,9,2863,0.0,0,0,oval,0,0,0.0,57,0,0
1435,10,3192,0.0,0,0,disk,0,0,0.0,57,0,0
1436,11,3509,0.0,0,0,,0,0,0.0,57,0,0
1437,12,3830,0.0,0,0,,0,0,0.0,57,0,0
1438,13,4145,0.0,0,0,,0,0,0.0,57,0,0
1439,14,4464,0.0,0,0,light,0,0,0.0,57,0,0
1440,15,4791,0.0,0,0,disk,1,1,1.0,57,0,0
1441,16,5122,0.0,0,0,formation,0,0,0.0,57,0,0
1442,17,5443,0.0,0,0,circle,0,0,0.0,57,0,0
1443,18,5752,0.0,0,0,flash,0,0,0.0,57,0,0
1444,19,6073,0.0,0,0,,0,0,0.0,57,0,0
1445,20,6394,0.0,0,0,circle,0,0,0.0,57,0,0
1446,21,6703,0.0,0,0,disk,0,0,0.0,57,0,0
1447,22,7012,0.0,0,0,disk,0,0,0.0,57,0,0
1448,23,7335,0.0,0,0,disk,0,0,0.0,57,0,0
1449,24,7660,0.0,0,0,disk,0,0,0.0,57,0,0
1450,25,7983,0.0,0,0,cigar,0,0,0.0,57,0,0
1451,1,317,0.0,0,0,egg,0,0,0.0,58,1,25
1452,2,632,0.0,0,0,disk,0,0,0.0,58,0,0
1453,3,943,0.0,0,0,oval,0,0,0.0,58,0,0
1454,4,1272,0.0,0,0,cylinder,0,0,0.0,58,0,0
1455,5,1592,0.0,0,0,oval,1,1,1.0,58,0,0
1456,6,1905,0.0,0,0,disk,0,0,0.0,58,0,0
1457,7,2226,0.0,0,0,,0,0,0.0,58,0,0
1458,8,2533,0.0,0,0,disk,0,0,0.0,58,0,0
1459,9,2864,0.0,0,0,circle,0,0,0.0,58,0,0
1460,10,3183,0.0,0,0,,0,0,0.0,58,0,0
1461,11,3504,0.0,0,0,sphere,0,0,0.0,58,0,0
1462,12,3831,0.0,0,0,light,0,0,0.0,58,0,0
1463,13,4146,0.0,0,0,disk,0,0,0.0,58,0,0
1464,14,4459,0.0,0,0,,0,0,0.0,58,0,0
1465,15,4794,0.0,0,0,cigar,0,0,0.0,58,0,0
1466,16,5119,0.0,0,0,disk,0,0,0.0,58,0,0
1467,17,5438,0.0,0,0,circle,0,0,0.0,58,0,0
1468,18,5753,0.0,0,0,circle,0,0,0.0,58,0,0
1469,19,6066,0.0,0,0,circle,0,0,0.0,58,0,0
1470,20,6387,0.0,0,0,,0,0,0.0,58,0,0
1471,21,6710,0.0,0,0,oval,0,0,0.0,58,0,0
1472,22,7025,0.0,0,0,sphere,0,0,0.0,58,0,0
1473,23,7340,0.0,0,0,sphere,0,0,0.0,58,0,0
1474,24,7661,0.0,0,0,circle,0,0,0.0,58,0,0
1475,25,7974,0.0,0,0,cigar,0,0,0.0,58,0,0
1476,1,318,0.0,0,0,,0,0,0.0,59,1,25
1477,2,637,0.0,0,0,disk,0,0,0.0,59,0,0
1478,3,950,0.0,0,0,other,0,0,0.0,59,0,0
1479,4,1267,0.0,0,0,light,0,0,0.0,59,0,0
1480,5,1590,0.0,0,0,triangle,0,0,0.0,59,0,0
1481,6,1915,0.0,0,0,,0,0,0.0,59,0,0
1482,7,2244,0.0,0,0,,0,0,0.0,59,0,0
1483,8,2569,0.0,0,0,light,0,0,0.0,59,0,0
1484,9,2881,0.0,0,0,circle,0,0,0.0,59,0,0
1485,10,3190,0.0,0,0,disk,1,1,1.0,59,0,0
1486,11,3521,0.0,0,0,,0,0,0.0,59,0,0
1487,12,3830,0.0,0,0,light,0,0,0.0,59,0,0
1488,13,4147,0.0,0,0,,0,0,0.0,59,0,0
1489,14,4464,0.0,0,0,,0,0,0.0,59,0,0
1490,15,4793,0.0,0,0,sphere,0,0,0.0,59,0,0
1491,16,5122,0.0,0,0,other,0,0,0.0,59,0,0
1492,17,5439,0.0,0,0,other,0,0,0.0,59,0,0
1493,18,5758,0.0,0,0,disk,0,0,0.0,59,0,0
1494,19,6081,0.0,0,0,,0,0,0.0,59,0,0
1495,20,6381,0.0,0,0,oval,0,0,0.0,59,0,0
1496,21,6704,0.0,0,0,light,0,0,0.0,59,0,0
1497,22,7023,0.0,0,0,disk,0,0,0.0,59,0,0
1498,23,7344,0.0,0,0,light,0,0,0.0,59,0,0
1499,24,7667,0.0,0,0,sphere,0,0,0.0,59,0,0
1500,25,7978,0.0,0,0,light,1,1,1.0,59,0,0
1501,1,315,0.0,0,0,sphere,0,0,0.0,60,1,25
1502,2,626,0.0,0,0,cigar,0,0,0.0,60,0,0
1503,3,949,0.0,0,0,sphere,0,0,0.0,60,0,0
1504,4,1258,0.0,0,0,disk,0,0,0.0,60,0,0
1505,5,1577,0.0,0,0,,0,0,0.0,60,0,0
1506,6,1882,0.0,0,0,disk,0,0,0.0,60,0,0
1507,7,2203,0.0,0,0,disk,0,0,0.0,60,0,0
1508,8,2520,0.0,0,0,light,0,0,0.0,60,0,0
1509,9,2831,0.0,0,0,various,0,0,0.0,60,0,0
1510,10,3158,0.0,0,0,sphere,0,0,0.0,60,0,0
1511,11,3487,0.0,0,0,various,0,0,0.0,60,0,0
1512,12,3806,0.0,0,0,other,0,0,0.0,60,0,0
1513,13,4121,0.0,0,0,disk,0,0,0.0,60,0,0
1514,14,4458,0.0,0,0,triangle,0,0,0.0,60,0,0
1515,15,4783,0.0,0,0,,0,0,0.0,60,0,0
1516,16,5104,0.0,0,0,other,0,0,0.0,60,0,0
1517,17,5421,0.0,0,0,disk,0,0,0.0,60,0,0
1518,18,5732,0.0,0,0,disk,0,0,0.0,60,0,0
1519,19,6065,0.0,0,0,teardrop,0,0,0.0,60,0,0
1520,20,6380,0.0,0,0,sphere,0,0,0.0,60,0,0
1521,21,6694,0.0,0,0,circle,0,0,0.0,60,0,0
1522,22,7007,0.0,0,0,light,0,0,0.0,60,0,0
1523,23,7332,0.0,0,0,triangle,0,0,0.0,60,0,0
1524,24,7655,0.0,0,0,disk,0,0,0.0,60,0,0
1525,25,7974,0.0,0,0,light,0,0,0.0,60,0,0
1526,1,307,0.0,0,0,disk,0,0,0.0,61,1,25
1527,2,634,0.0,0,0,light,0,0,0.0,61,0,0
1528,3,957,0.0,0,0,circle,0,0,0.0,61,0,0
1529,4,1278,0.0,0,0,circle,0,0,0.0,61,0,0
1530,5,1601,0.0,0,0,circle,1,1,1.0,61,0,0
1531,6,1920,0.0,0,0,egg,0,0,0.0,61,0,0
1532,7,2231,0.0,0,0,disk,0,0,0.0,61,0,0
1533,8,2538,0.0,0,0,oval,0,0,0.0,61,0,0
1534,9,2865,0.0,0,0,,0,0,0.0,61,0,0
1535,10,3160,0.0,0,0,disk,0,0,0.0,61,0,0
1536,11,3489,0.0,0,0,fireball,0,0,0.0,61,0,0
1537,12,3806,0.0,0,0,oval,0,0,0.0,61,0,0
1538,13,4131,0.0,0,0,,0,0,0.0,61,0,0
1539,14,4440,0.0,0,0,other,0,0,0.0,61,0,0
1540,15,4791,0.0,0,0,formation,0,0,0.0,61,0,0
1541,16,5104,0.0,0,0,disk,0,0,0.0,61,0,0
1542,17,5451,0.0,0,0,,0,0,0.0,61,0,0
1543,18,5760,0.0,0,0,disk,0,0,0.0,61,0,0
1544,19,6071,0.0,0,0,disk,0,0,0.0,61,0,0
1545,20,6406,0.0,0,0,sphere,1,1,1.0,61,0,0
1546,21,6727,0.0,0,0,sphere,0,0,0.0,61,0,0
1547,22,7054,0.0,0,0,cigar,0,0,0.0,61,0,0
1548,23,7369,0.0,0,0,light,0,0,0.0,61,0,0
1549,24,7682,0.0,0,0,,0,0,0.0,61,0,0
1550,25,8000,0.0,0,0,sphere,0,0,0.0,61,0,0
1551,1,327,0.0,0,0,circle,0,0,0.0,62,1,25
1552,2,636,0.0,0,0,disk,0,0,0.0,62,0,0
1553,3,957,0.0,0,0,disk,0,0,0.0,62,0,0
1554,4,1276,0.0,0,0,egg,0,0,0.0,62,0,0
1555,5,1589,0.0,0,0,disk,0,0,0.0,62,0,0
1556,6,1916,0.0,0,0,triangle,0,0,0.0,62,0,0
1557,7,2239,0.0,0,0,disk,0,0,0.0,62,0,0
1558,8,2536,0.0,0,0,disk,0,0,0.0,62,0,0
1559,9,2859,0.0,0,0,,0,0,0.0,62,0,0
1560,10,3182,0.0,0,0,other,1,1,1.0,62,0,0
1561,11,3493,0.0,0,0,disk,0,0,0.0,62,0,0
1562,12,3806,0.0,0,0,other,0,0,0.0,62,0,0
1563,13,4135,0.0,0,0,other,0,0,0.0,62,0,0
1564,14,4446,0.0,0,0,circle,0,0,0.0,62,0,0
1565,15,4769,0.0,0,0,,0,0,0.0,62,0,0
1566,16,5100,0.0,0,0,disk,0,0,0.0,62,0,0
1567,17,5413,0.0,0,0,other,0,0,0.0,62,0,0
1568,18,5726,0.0,0,0,,0,0,0.0,62,0,0
1569,19,6041,0.0,0,0,cigar,0,0,0.0,62,0,0
1570,20,6344,0.0,0,0,disk,0,0,0.0,62,0,0
1571,21,6651,0.0,0,0,disk,0,0,0.0,62,0,0
1572,22,6972,0.0,0,0,sphere,0,0,0.0,62,0,0
1573,23,7287,0.0,0,0,light,0,0,0.0,62,0,0
1574,24,7612,0.0,0,0,,0,0,0.0,62,0,0
1575,25,7943,0.0,0,0,light,1,1,1.0,62,0,0
1576,1,310,0.0,0,0,light,0,0,0.0,63,1,25
1577,2,632,0.0,0,0,sphere,0,0,0.0,63,0,0
1578,3,949,0.0,0,0,cylinder,0,0,0.0,63,0,0
1579,4,1272,0.0,0,0,circle,0,0,0.0,63,0,0
1580,5,1585,0.0,0,0,sphere,0,0,0.0,63,0,0
1581,6,1900,0.0,0,0,disk,0,0,0.0,63,0,0
1582,7,2215,0.0,0,0,disk,0,0,0.0,63,0,0
1583,8,2530,0.0,0,0,oval,0,0,0.0,63,0,0
1584,9,2847,0.0,0,0,cylinder,0,0,0.0,63,0,0
1585,10,3160,0.0,0,0,disk,0,0,0.0,63,0,0
1586,11,3473,0.0,0,0,disk,0,0,0.0,63,0,0
1587,12,3798,0.0,0,0,cylinder,0,0,0.0,63,0,0
1588,13,4111,0.0,0,0,disk,0,0,0.0,63,0,0
1589,14,4428,0.0,0,0,rectangle,0,0,0.0,63,0,0
1590,15,4741,0.0,0,0,disk,1,1,1.0,63,0,0
1591,16,5054,0.0,0,0,oval,0,0,0.0,63,0,0
1592,17,5375,0.0,0,0,fireball,0,0,0.0,63,0,0
1593,18,5694,0.0,0,0,,0,0,0.0,63,0,0
1594,19,6007,0.0,0,0,light,0,0,0.0,63,0,0
1595,20,6330,0.0,0,0,cylinder,0,0,0.0,63,0,0
1596,21,6655,0.0,0,0,light,0,0,0.0,63,0,0
1597,22,6968,0.0,0,0,disk,0,0,0.0,63,0,0
1598,23,7297,0.0,0,0,light,0,0,0.0,63,0,0
1599,24,7614,0.0,0,0,,0,0,0.0,63,0,0
1600,25,7916,0.0,0,0,disk,0,0,0.0,63,0,0
1601,1,321,0.0,0,0,various,0,0,0.0,64,1,25
1602,2,648,0.0,0,0,light,0,0,0.0,64,0,0
1603,3,973,0.0,0,0,disk,0,0,0.0,64,0,0
1604,4,1280,0.0,0,0,sphere,0,0,0.0,64,0,0
1605,5,1595,0.0,0,0,oval,1,1,1.0,64,0,0
1606,6,1924,0.0,0,0,oval,0,0,0.0,64,0,0
1607,7,2241,0.0,0,0,disk,0,0,0.0,64,0,0
1608,8,2564,0.0,0,0,circle,0,0,0.0,64,0,0
1609,9,2885,0.0,0,0,cigar,0,0,0.0,64,0,0
1610,10,3202,0.0,0,0,light,0,0,0.0,64,0,0
1611,11,3523,0.0,0,0,oval,0,0,0.0,64,0,0
1612,12,3832,0.0,0,0,flash,0,0,0.0,64,0,0
1613,13,4151,0.0,0,0,disk,0,0,0.0,64,0,0
1614,14,4470,0.0,0,0,cigar,0,0,0.0,64,0,0
1615,15,4805,0.0,0,0,triangle,0,0,0.0,64,0,0
1616,16,5126,0.0,0,0,oval,0,0,0.0,64,0,0
1617,17,5443,0.0,0,0,,0,0,0.0,64,0,0
1618,18,5764,0.0,0,0,disk,0,0,0.0,64,0,0
1619,19,6085,0.0,0,0,disk,0,0,0.0,64,0,0
1620,20,6396,0.0,0,0,circle,1,1,1.0,64,0,0
1621,21,6709,0.0,0,0,sphere,0,0,0.0,64,0,0
1622,22,7030,0.0,0,0,disk,0,0,0.0,64,0,0
1623,23,7345,0.0,0,0,disk,0,0,0.0,64,0,0
1624,24,7662,0.0,0,0,other,0,0,0.0,64,0,0
1625,25,7981,0.0,0,0,triangle,0,0,0.0,64,0,0
1626,1,319,0.0,0,0,sphere,0,0,0.0,65,1,25
1627,2,634,0.0,0,0,circle,0,0,0.0,65,0,0
1628,3,949,0.0,0,0,fireball,0,0,0.0,65,0,0
1629,4,1270,0.0,0,0,triangle,0,0,0.0,65,0,0
1630,5,1585,0.0,0,0,disk,0,0,0.0,65,0,0
1631,6,1894,0.0,0,0,cigar,0,0,0.0,65,0,0
1632,7,2217,0.0,0,0,circle,0,0,0.0,65,0,0
1633,8,2548,0.0,0,0,formation,0,0,0.0,65,0,0
1634,9,2883,0.0,0,0,light,0,0,0.0,65,0,0
1635,10,3224,0.0,0,0,light,1,1,1.0,65,0,0
1636,11,3539,0.0,0,0,triangle,0,0,0.0,65,0,0
1637,12,3868,0.0,0,0,circle,0,0,0.0,65,0,0
1638,13,4187,0.0,0,0,light,0,0,0.0,65,0,0
1639,14,4510,0.0,0,0,sphere,0,0,0.0,65,0,0
1640,15,4833,0.0,0,0,fireball,0,0,0.0,65,0,0
1641,16,5146,0.0,0,0,disk,0,0,0.0,65,0,0
1642,17,5459,0.0,0,0,light,0,0,0.0,65,0,0
1643,18,5790,0.0,0,0,circle,0,0,0.0,65,0,0
1644,19,6109,0.0,0,0,cigar,0,0,0.0,65,0,0
1645,20,6434,0.0,0,0,cigar,0,0,0.0,65,0,0
1646,21,6741,0.0,0,0,disk,0,0,0.0,65,0,0
1647,22,7048,0.0,0,0,circle,0,0,0.0,65,0,0
1648,23,7379,0.0,0,0,sphere,0,0,0.0,65,0,0
1649,24,7690,0.0,0,0,other,0,0,0.0,65,0,0
1650,25,8029,0.0,0,0,,0,0,0.0,65,0,0
1651,1,317,0.0,0,0,disk,0,0,0.0,66,1,25
1652,2,636,0.0,0,0,circle,0,0,0.0,66,0,0
1653,3,961,0.0,0,0,light,0,0,0.0,66,0,0
1654,4,1272,0.0,0,0,circle,0,0,0.0,66,0,0
1655,5,1587,0.0,0,0,cigar,0,0,0.0,66,0,0
1656,6,1898,0.0,0,0,oval,0,0,0.0,66,0,0
1657,7,2215,0.0,0,0,cigar,0,0,0.0,66,0,0
1658,8,2548,0.0,0,0,light,0,0,0.0,66,0,0
1659,9,2867,0.0,0,0,,0,0,0.0,66,0,0
1660,10,3192,0.0,0,0,,0,0,0.0,66,0,0
1661,11,3511,0.0,0,0,circle,0,0,0.0,66,0,0
1662,12,3830,0.0,0,0,formation,0,0,0.0,66,0,0
1663,13,4151,0.0,0,0,cylinder,0,0,0.0,66,0,0
1664,14,4457,0.0,0,0,other,0,0,0.0,66,0,0
1665,15,4772,0.0,0,0,,0,0,0.0,66,0,0
1666,16,5091,0.0,0,0,disk,0,0,0.0,66,0,0
1667,17,5406,0.0,0,0,cigar,0,0,0.0,66,0,0
1668,18,5733,0.0,0,0,light,0,0,0.0,66,0,0
1669,19,6054,0.0,0,0,flash,0,0,0.0,66,0,0
1670,20,6367,0.0,0,0,light,0,0,0.0,66,0,0
1671,21,6682,0.0,0,0,disk,0,0,0.0,66,0,0
1672,22,6997,0.0,0,0,,0,0,0.0,66,0,0
1673,23,7312,0.0,0,0,disk,0,0,0.0,66,0,0
1674,24,7629,0.0,0,0,disk,0,0,0.0,66,0,0
1675,25,7946,0.0,0,0,disk,0,0,0.0,66,0,0
1676,1,325,0.0,0,0,formation,0,0,0.0,67,1,25
1677,2,648,0.0,0,0,light,0,0,0.0,67,0,0
1678,3,961,0.0,0,0,sphere,0,0,0.0,67,0,0
1679,4,1272,0.0,0,0,light,0,0,0.0,67,0,0
1680,5,1585,0.0,0,0,other,1,1,1.0,67,0,0
1681,6,1902,0.0,0,0,disk,0,0,0.0,67,0,0
1682,7,2229,0.0,0,0,sphere,0,0,0.0,67,0,0
1683,8,2544,0.0,0,0,circle,0,0,0.0,67,0,0
1684,9,2869,0.0,0,0,oval,0,0,0.0,67,0,0
1685,10,3184,0.0,0,0,disk,0,0,0.0,67,0,0
1686,11,3495,0.0,0,0,oval,0,0,0.0,67,0,0
1687,12,3811,0.0,0,0,circle,0,0,0.0,67,0,0
1688,13,4138,0.0,0,0,light,0,0,0.0,67,0,0
1689,14,4451,0.0,0,0,light,0,0,0.0,67,0,0
1690,15,4758,0.0,0,0,disk,0,0,0.0,67,0,0
1691,16,5068,0.0,0,0,various,0,0,0.0,67,0,0
1692,17,5387,0.0,0,0,disk,0,0,0.0,67,0,0
1693,18,5696,0.0,0,0,disk,0,0,0.0,67,0,0
1694,19,6033,0.0,0,0,,0,0,0.0,67,0,0
1695,20,6354,0.0,0,0,chevron,1,1,1.0,67,0,0
1696,21,6677,0.0,0,0,chevron,0,0,0.0,67,0,0
1697,22,6996,0.0,0,0,light,0,0,0.0,67,0,0
1698,23,7305,0.0,0,0,disk,0,0,0.0,67,0,0
1699,24,7626,0.0,0,0,light,0,0,0.0,67,0,0
1700,25,7945,0.0,0,0,sphere,0,0,0.0,67,0,0
1701,1,315,0.0,0,0,oval,0,0,0.0,68,1,25
1702,2,632,0.0,0,0,,0,0,0.0,68,0,0
1703,3,955,0.0,0,0,cigar,0,0,0.0,68,0,0
1704,4,1271,0.0,0,0,fireball,0,0,0.0,68,0,0
1705,5,1580,0.0,0,0,disk,0,0,0.0,68,0,0
1706,6,1891,0.0,0,0,egg,0,0,0.0,68,0,0
1707,7,2214,0.0,0,0,formation,0,0,0.0,68,0,0
1708,8,2534,0.0,0,0,cigar,0,0,0.0,68,0,0
1709,9,2849,0.0,0,0,cigar,0,0,0.0,68,0,0
1710,10,3158,0.0,0,0,,0,0,0.0,68,0,0
1711,11,3470,0.0,0,0,disk,0,0,0.0,68,0,0
1712,12,3785,0.0,0,0,light,0,0,0.0,68,0,0
1713,13,4102,0.0,0,0,disk,0,0,0.0,68,0,0
1714,14,4417,0.0,0,0,disk,0,0,0.0,68,0,0
1715,15,4730,0.0,0,0,disk,0,0,0.0,68,0,0
1716,16,5041,0.0,0,0,other,0,0,0.0,68,0,0
1717,17,5352,0.0,0,0,cigar,0,0,0.0,68,0,0
1718,18,5683,0.0,0,0,triangle,0,0,0.0,68,0,0
1719,19,5996,0.0,0,0,disk,0,0,0.0,68,0,0
1720,20,6305,0.0,0,0,disk,0,0,0.0,68,0,0
1721,21,6628,0.0,0,0,oval,0,0,0.0,68,0,0
1722,22,6941,0.0,0,0,disk,0,0,0.0,68,0,0
1723,23,7258,0.0,0,0,light,0,0,0.0,68,0,0
1724,24,7589,0.0,0,0,triangle,0,0,0.0,68,0,0
1725,25,7902,0.0,0,0,light,1,1,1.0,68,0,0
1726,1,319,0.0,0,0,diamond,0,0,0.0,69,1,25
1727,2,638,0.0,0,0,oval,0,0,0.0,69,0,0
1728,3,953,0.0,0,0,other,0,0,0.0,69,0,0
1729,4,1274,0.0,0,0,cigar,0,0,0.0,69,0,0
1730,5,1599,0.0,0,0,,0,0,0.0,69,0,0
1731,6,1914,0.0,0,0,,0,0,0.0,69,0,0
1732,7,2229,0.0,0,0,other,0,0,0.0,69,0,0
1733,8,2542,0.0,0,0,oval,0,0,0.0,69,0,0
1734,9,2867,0.0,0,0,triangle,0,0,0.0,69,0,0
1735,10,3188,0.0,0,0,triangle,0,0,0.0,69,0,0
1736,11,3495,0.0,0,0,disk,0,0,0.0,69,0,0
1737,12,3822,0.0,0,0,disk,0,0,0.0,69,0,0
1738,13,4155,0.0,0,0,light,0,0,0.0,69,0,0
1739,14,4474,0.0,0,0,disk,0,0,0.0,69,0,0
1740,15,4803,0.0,0,0,disk,1,1,1.0,69,0,0
1741,16,5118,0.0,0,0,disk,0,0,0.0,69,0,0
1742,17,5443,0.0,0,0,,0,0,0.0,69,0,0
1743,18,5768,0.0,0,0,disk,0,0,0.0,69,0,0
1744,19,6095,0.0,0,0,fireball,0,0,0.0,69,0,0
1745,20,6422,0.0,0,0,fireball,0,0,0.0,69,0,0
1746,21,6741,0.0,0,0,cigar,0,0,0.0,69,0,0
1747,22,7054,0.0,0,0,disk,0,0,0.0,69,0,0
1748,23,7375,0.0,0,0,,0,0,0.0,69,0,0
1749,24,7694,0.0,0,0,,0,0,0.0,69,0,0
1750,25,8039,0.0,0,0,disk,0,0,0.0,69,0,0
1751,1,313,0.0,0,0,disk,0,0,0.0,70,1,25
1752,2,626,0.0,0,0,light,0,0,0.0,70,0,0
1753,3,945,0.0,0,0,disk,0,0,0.0,70,0,0
1754,4,1260,0.0,0,0,sphere,0,0,0.0,70,0,0
1755,5,1583,0.0,0,0,,0,0,0.0,70,0,0
1756,6,1904,0.0,0,0,light,0,0,0.0,70,0,0
1757,7,2233,0.0,0,0,,0,0,0.0,70,0,0
1758,8,2560,0.0,0,0,cylinder,0,0,0.0,70,0,0
1759,9,2875,0.0,0,0,circle,0,0,0.0,70,0,0
1760,10,3183,0.0,0,0,circle,0,0,0.0,70,0,0
1761,11,3496,0.0,0,0,light,0,0,0.0,70,0,0
1762,12,3819,0.0,0,0,,0,0,0.0,70,0,0
1763,13,4132,0.0,0,0,disk,0,0,0.0,70,0,0
1764,14,4447,0.0,0,0,circle,0,0,0.0,70,0,0
1765,15,4772,0.0,0,0,light,0,0,0.0,70,0,0
1766,16,5097,0.0,0,0,light,0,0,0.0,70,0,0
1767,17,5418,0.0,0,0,light,0,0,0.0,70,0,0
1768,18,5744,0.0,0,0,fireball,0,0,0.0,70,0,0
1769,19,6065,0.0,0,0,oval,0,0,0.0,70,0,0
1770,20,6380,0.0,0,0,other,1,1,1.0,70,0,0
1771,21,6699,0.0,0,0,light,0,0,0.0,70,0,0
1772,22,7009,0.0,0,0,other,0,0,0.0,70,0,0
1773,23,7332,0.0,0,0,other,0,0,0.0,70,0,0
1774,24,7651,0.0,0,0,cigar,0,0,0.0,70,0,0
1775,25,7964,0.0,0,0,circle,0,0,0.0,70,0,0
1776,1,317,0.0,0,0,oval,0,0,0.0,71,1,25
1777,2,632,0.0,0,0,cigar,0,0,0.0,71,0,0
1778,3,937,0.0,0,0,light,0,0,0.0,71,0,0
1779,4,1252,0.0,0,0,chevron,0,0,0.0,71,0,0
1780,5,1583,0.0,0,0,disk,0,0,0.0,71,0,0
1781,6,1900,0.0,0,0,,0,0,0.0,71,0,0
1782,7,2225,0.0,0,0,oval,0,0,0.0,71,0,0
1783,8,2536,0.0,0,0,disk,0,0,0.0,71,0,0
1784,9,2855,0.0,0,0,triangle,0,0,0.0,71,0,0
1785,10,3180,0.0,0,0,oval,1,1,1.0,71,0,0
1786,11,3501,0.0,0,0,other,0,0,0.0,71,0,0
1787,12,3816,0.0,0,0,cigar,0,0,0.0,71,0,0
1788,13,4133,0.0,0,0,cigar,0,0,0.0,71,0,0
1789,14,4456,0.0,0,0,disk,0,0,0.0,71,0,0
1790,15,4773,0.0,0,0,light,0,0,0.0,71,0,0
1791,16,5084,0.0,0,0,flash,0,0,0.0,71,0,0
1792,17,5407,0.0,0,0,disk,0,0,0.0,71,0,0
1793,18,5725,0.0,0,0,cigar,0,0,0.0,71,0,0
1794,19,6044,0.0,0,0,,0,0,0.0,71,0,0
1795,20,6371,0.0,0,0,disk,0,0,0.0,71,0,0
1796,21,6692,0.0,0,0,sphere,0,0,0.0,71,0,0
1797,22,7017,0.0,0,0,triangle,0,0,0.0,71,0,0
1798,23,7340,0.0,0,0,circle,0,0,0.0,71,0,0
1799,24,7663,0.0,0,0,cross,0,0,0.0,71,0,0
1800,25,7981,0.0,0,0,circle,1,1,1.0,71,0,0
1801,1,325,0.0,0,0,light,0,0,0.0,72,1,25
1802,2,658,0.0,0,0,fireball,0,0,0.0,72,0,0
