step,objects,heap_used,fragmentation,roots,pinned,query_shape,hit_at_1,hit_at_3,mrr_increment,gc_cycles_total,gc_cycles_delta,gc_freed
1803,3,983,0.0,0,0,oval,0,0,0.0,72,0,0
1804,4,1300,0.0,0,0,disk,0,0,0.0,72,0,0
1805,5,1615,0.0,0,0,egg,0,0,0.0,72,0,0
1806,6,1940,0.0,0,0,circle,0,0,0.0,72,0,0
1807,7,2259,0.0,0,0,cigar,0,0,0.0,72,0,0
1808,8,2579,0.0,0,0,disk,0,0,0.0,72,0,0
1809,9,2906,0.0,0,0,cigar,0,0,0.0,72,0,0
1810,10,3219,0.0,0,0,,0,0,0.0,72,0,0
1811,11,3536,0.0,0,0,disk,0,0,0.0,72,0,0
1812,12,3845,0.0,0,0,sphere,0,0,0.0,72,0,0
1813,13,4160,0.0,0,0,,0,0,0.0,72,0,0
1814,14,4489,0.0,0,0,rectangle,0,0,0.0,72,0,0
1815,15,4810,0.0,0,0,cigar,1,1,1.0,72,0,0
1816,16,5127,0.0,0,0,other,0,0,0.0,72,0,0
1817,17,5442,0.0,0,0,,0,0,0.0,72,0,0
1818,18,5757,0.0,0,0,oval,0,0,0.0,72,0,0
1819,19,6080,0.0,0,0,circle,0,0,0.0,72,0,0
1820,20,6405,0.0,0,0,light,0,0,0.0,72,0,0
1821,21,6708,0.0,0,0,disk,0,0,0.0,72,0,0
1822,22,7029,0.0,0,0,disk,0,0,0.0,72,0,0
1823,23,7364,0.0,0,0,oval,0,0,0.0,72,0,0
1824,24,7687,0.0,0,0,oval,0,0,0.0,72,0,0
1825,25,8018,0.0,0,0,,0,0,0.0,72,0,0
1826,1,313,0.0,0,0,light,0,0,0.0,73,1,25
1827,2,622,0.0,0,0,disk,0,0,0.0,73,0,0
1828,3,935,0.0,0,0,light,0,0,0.0,73,0,0
1829,4,1244,0.0,0,0,oval,0,0,0.0,73,0,0
1830,5,1571,0.0,0,0,light,1,1,1.0,73,0,0
1831,6,1898,0.0,0,0,,0,0,0.0,73,0,0
1832,7,2251,0.0,0,0,flash,0,0,0.0,73,0,0
1833,8,2576,0.0,0,0,circle,0,0,0.0,73,0,0
1834,9,2897,0.0,0,0,circle,0,0,0.0,73,0,0
1835,10,3212,0.0,0,0,other,0,0,0.0,73,0,0
1836,11,3545,0.0,0,0,,0,0,0.0,73,0,0
1837,12,3870,0.0,0,0,other,0,0,0.0,73,0,0
1838,13,4185,0.0,0,0,circle,0,0,0.0,73,0,0
1839,14,4512,0.0,0,0,disk,0,0,0.0,73,0,0
1840,15,4845,0.0,0,0,cylinder,0,0,0.0,73,0,0
1841,16,5158,0.0,0,0,disk,0,0,0.0,73,0,0
1842,17,5479,0.0,0,0,light,0,0,0.0,73,0,0
1843,18,5783,0.0,0,0,disk,0,0,0.0,73,0,0
1844,19,6106,0.0,0,0,disk,0,0,0.0,73,0,0
1845,20,6431,0.0,0,0,disk,1,1,1.0,73,0,0
1846,21,6746,0.0,0,0,disk,0,0,0.0,73,0,0
1847,22,7063,0.0,0,0,,0,0,0.0,73,0,0
1848,23,7388,0.0,0,0,various,0,0,0.0,73,0,0
1849,24,7699,0.0,0,0,disk,0,0,0.0,73,0,0
1850,25,8014,0.0,0,0,sphere,0,0,0.0,73,0,0
1851,1,311,0.0,0,0,disk,0,0,0.0,74,1,25
1852,2,626,0.0,0,0,light,0,0,0.0,74,0,0
1853,3,941,0.0,0,0,light,0,0,0.0,74,0,0
1854,4,1260,0.0,0,0,various,0,0,0.0,74,0,0
1855,5,1573,0.0,0,0,disk,0,0,0.0,74,0,0
1856,6,1896,0.0,0,0,circle,0,0,0.0,74,0,0
1857,7,2203,0.0,0,0,disk,0,0,0.0,74,0,0
1858,8,2516,0.0,0,0,circle,0,0,0.0,74,0,0
1859,9,2829,0.0,0,0,,0,0,0.0,74,0,0
1860,10,3158,0.0,0,0,chevron,1,1,1.0,74,0,0
1861,11,3463,0.0,0,0,disk,0,0,0.0,74,0,0
1862,12,3778,0.0,0,0,disk,0,0,0.0,74,0,0
1863,13,4115,0.0,0,0,fireball,0,0,0.0,74,0,0
1864,14,4426,0.0,0,0,other,0,0,0.0,74,0,0
1865,15,4741,0.0,0,0,sphere,0,0,0.0,74,0,0
1866,16,5068,0.0,0,0,,0,0,0.0,74,0,0
1867,17,5397,0.0,0,0,disk,0,0,0.0,74,0,0
1868,18,5712,0.0,0,0,disk,0,0,0.0,74,0,0
1869,19,6025,0.0,0,0,other,0,0,0.0,74,0,0
1870,20,6354,0.0,0,0,,0,0,0.0,74,0,0
1871,21,6667,0.0,0,0,light,0,0,0.0,74,0,0
1872,22,6992,0.0,0,0,disk,0,0,0.0,74,0,0
1873,23,7307,0.0,0,0,circle,0,0,0.0,74,0,0
1874,24,7622,0.0,0,0,cigar,0,0,0.0,74,0,0
1875,25,7929,0.0,0,0,disk,1,1,1.0,74,0,0
1876,1,309,0.0,0,0,cigar,0,0,0.0,75,1,25
1877,2,630,0.0,0,0,sphere,0,0,0.0,75,0,0
1878,3,943,0.0,0,0,disk,0,0,0.0,75,0,0
1879,4,1256,0.0,0,0,disk,0,0,0.0,75,0,0
1880,5,1567,0.0,0,0,disk,0,0,0.0,75,0,0
1881,6,1890,0.0,0,0,circle,0,0,0.0,75,0,0
1882,7,2207,0.0,0,0,circle,0,0,0.0,75,0,0
1883,8,2532,0.0,0,0,circle,0,0,0.0,75,0,0
1884,9,2847,0.0,0,0,cigar,0,0,0.0,75,0,0
1885,10,3174,0.0,0,0,,0,0,0.0,75,0,0
1886,11,3491,0.0,0,0,disk,0,0,0.0,75,0,0
1887,12,3812,0.0,0,0,other,0,0,0.0,75,0,0
1888,13,4123,0.0,0,0,cigar,0,0,0.0,75,0,0
1889,14,4435,0.0,0,0,sphere,0,0,0.0,75,0,0
1890,15,4754,0.0,0,0,disk,1,1,1.0,75,0,0
1891,16,5077,0.0,0,0,sphere,0,0,0.0,75,0,0
1892,17,5388,0.0,0,0,cigar,0,0,0.0,75,0,0
1893,18,5712,0.0,0,0,circle,0,0,0.0,75,0,0
1894,19,6039,0.0,0,0,circle,0,0,0.0,75,0,0
1895,20,6356,0.0,0,0,disk,0,0,0.0,75,0,0
1896,21,6689,0.0,0,0,disk,0,0,0.0,75,0,0
1897,22,7042,0.0,0,0,various,0,0,0.0,75,0,0
1898,23,7353,0.0,0,0,light,0,0,0.0,75,0,0
1899,24,7678,0.0,0,0,oval,0,0,0.0,75,0,0
1900,25,7999,0.0,0,0,,0,0,0.0,75,0,0
1901,1,325,0.0,0,0,cigar,0,0,0.0,76,1,25
1902,2,642,0.0,0,0,disk,0,0,0.0,76,0,0
1903,3,954,0.0,0,0,disk,0,0,0.0,76,0,0
1904,4,1269,0.0,0,0,disk,0,0,0.0,76,0,0
1905,5,1598,0.0,0,0,,0,0,0.0,76,0,0
1906,6,1904,0.0,0,0,disk,0,0,0.0,76,0,0
1907,7,2226,0.0,0,0,circle,0,0,0.0,76,0,0
1908,8,2555,0.0,0,0,cigar,0,0,0.0,76,0,0
1909,9,2866,0.0,0,0,disk,0,0,0.0,76,0,0
1910,10,3185,0.0,0,0,circle,0,0,0.0,76,0,0
1911,11,3508,0.0,0,0,circle,0,0,0.0,76,0,0
1912,12,3819,0.0,0,0,other,0,0,0.0,76,0,0
1913,13,4152,0.0,0,0,light,0,0,0.0,76,0,0
1914,14,4475,0.0,0,0,disk,0,0,0.0,76,0,0
1915,15,4792,0.0,0,0,sphere,0,0,0.0,76,0,0
1916,16,5101,0.0,0,0,other,0,0,0.0,76,0,0
1917,17,5410,0.0,0,0,oval,0,0,0.0,76,0,0
1918,18,5741,0.0,0,0,light,0,0,0.0,76,0,0
1919,19,6058,0.0,0,0,disk,0,0,0.0,76,0,0
1920,20,6373,0.0,0,0,oval,1,1,1.0,76,0,0
1921,21,6734,0.0,0,0,formation,0,0,0.0,76,0,0
1922,22,7045,0.0,0,0,light,0,0,0.0,76,0,0
1923,23,7354,0.0,0,0,sphere,0,0,0.0,76,0,0
1924,24,7661,0.0,0,0,cigar,0,0,0.0,76,0,0
1925,25,7972,0.0,0,0,disk,0,0,0.0,76,0,0
1926,1,321,0.0,0,0,other,0,0,0.0,77,1,25
1927,2,634,0.0,0,0,disk,0,0,0.0,77,0,0
1928,3,959,0.0,0,0,other,0,0,0.0,77,0,0
1929,4,1270,0.0,0,0,oval,0,0,0.0,77,0,0
1930,5,1597,0.0,0,0,other,0,0,0.0,77,0,0
1931,6,1912,0.0,0,0,disk,0,0,0.0,77,0,0
1932,7,2220,0.0,0,0,disk,0,0,0.0,77,0,0
1933,8,2537,0.0,0,0,,0,0,0.0,77,0,0
1934,9,2858,0.0,0,0,disk,0,0,0.0,77,0,0
1935,10,3167,0.0,0,0,oval,1,1,1.0,77,0,0
1936,11,3488,0.0,0,0,circle,0,0,0.0,77,0,0
1937,12,3809,0.0,0,0,cylinder,0,0,0.0,77,0,0
1938,13,4124,0.0,0,0,disk,0,0,0.0,77,0,0
1939,14,4435,0.0,0,0,circle,0,0,0.0,77,0,0
1940,15,4750,0.0,0,0,cigar,0,0,0.0,77,0,0
1941,16,5063,0.0,0,0,other,0,0,0.0,77,0,0
1942,17,5378,0.0,0,0,disk,0,0,0.0,77,0,0
1943,18,5701,0.0,0,0,disk,0,0,0.0,77,0,0
1944,19,6020,0.0,0,0,,0,0,0.0,77,0,0
1945,20,6330,0.0,0,0,cigar,0,0,0.0,77,0,0
1946,21,6655,0.0,0,0,light,0,0,0.0,77,0,0
1947,22,6970,0.0,0,0,sphere,0,0,0.0,77,0,0
1948,23,7291,0.0,0,0,sphere,0,0,0.0,77,0,0
1949,24,7598,0.0,0,0,disk,0,0,0.0,77,0,0
1950,25,7915,0.0,0,0,oval,1,1,1.0,77,0,0
1951,1,317,0.0,0,0,disk,0,0,0.0,78,1,25
1952,2,640,0.0,0,0,disk,0,0,0.0,78,0,0
1953,3,961,0.0,0,0,disk,0,0,0.0,78,0,0
1954,4,1278,0.0,0,0,disk,0,0,0.0,78,0,0
1955,5,1591,0.0,0,0,disk,0,0,0.0,78,0,0
1956,6,1916,0.0,0,0,sphere,0,0,0.0,78,0,0
1957,7,2237,0.0,0,0,,0,0,0.0,78,0,0
1958,8,2550,0.0,0,0,other,0,0,0.0,78,0,0
1959,9,2883,0.0,0,0,fireball,0,0,0.0,78,0,0
1960,10,3193,0.0,0,0,sphere,0,0,0.0,78,0,0
1961,11,3522,0.0,0,0,,0,0,0.0,78,0,0
1962,12,3829,0.0,0,0,oval,0,0,0.0,78,0,0
1963,13,4146,0.0,0,0,cross,0,0,0.0,78,0,0
1964,14,4477,0.0,0,0,disk,0,0,0.0,78,0,0
1965,15,4806,0.0,0,0,,0,0,0.0,78,0,0
1966,16,5125,0.0,0,0,disk,0,0,0.0,78,0,0
1967,17,5440,0.0,0,0,cigar,0,0,0.0,78,0,0
1968,18,5755,0.0,0,0,disk,0,0,0.0,78,0,0
1969,19,6064,0.0,0,0,other,0,0,0.0,78,0,0
1970,20,6390,0.0,0,0,sphere,0,0,0.0,78,0,0
1971,21,6709,0.0,0,0,cigar,0,0,0.0,78,0,0
1972,22,7030,0.0,0,0,,0,0,0.0,78,0,0
1973,23,7351,0.0,0,0,light,0,0,0.0,78,0,0
1974,24,7676,0.0,0,0,,0,0,0.0,78,0,0
1975,25,7999,0.0,0,0,triangle,0,0,0.0,78,0,0
1976,1,315,0.0,0,0,light,0,0,0.0,79,1,25
1977,2,634,0.0,0,0,circle,0,0,0.0,79,0,0
1978,3,947,0.0,0,0,light,0,0,0.0,79,0,0
1979,4,1270,0.0,0,0,diamond,0,0,0.0,79,0,0
1980,5,1597,0.0,0,0,triangle,1,1,1.0,79,0,0
1981,6,1906,0.0,0,0,light,0,0,0.0,79,0,0
1982,7,2223,0.0,0,0,circle,0,0,0.0,79,0,0
1983,8,2534,0.0,0,0,disk,0,0,0.0,79,0,0
1984,9,2849,0.0,0,0,,0,0,0.0,79,0,0
1985,10,3172,0.0,0,0,disk,0,0,0.0,79,0,0
1986,11,3483,0.0,0,0,fireball,0,0,0.0,79,0,0
1987,12,3810,0.0,0,0,,0,0,0.0,79,0,0
1988,13,4115,0.0,0,0,oval,0,0,0.0,79,0,0
1989,14,4426,0.0,0,0,disk,0,0,0.0,79,0,0
1990,15,4731,0.0,0,0,disk,0,0,0.0,79,0,0
1991,16,5042,0.0,0,0,oval,0,0,0.0,79,0,0
1992,17,5363,0.0,0,0,fireball,0,0,0.0,79,0,0
1993,18,5680,0.0,0,0,,0,0,0.0,79,0,0
1994,19,5997,0.0,0,0,cigar,0,0,0.0,79,0,0
1995,20,6312,0.0,0,0,,0,0,0.0,79,0,0
1996,21,6625,0.0,0,0,light,0,0,0.0,79,0,0
1997,22,6942,0.0,0,0,disk,0,0,0.0,79,0,0
1998,23,7253,0.0,0,0,other,0,0,0.0,79,0,0
1999,24,7582,0.0,0,0,fireball,0,0,0.0,79,0,0
2000,25,7901,0.0,0,0,triangle,0,0,0.0,79,0,0
