baseline_hit1,baseline_hit3,baseline_hit5,baseline_mrr,improve_hit1,improve_hit3,improve_hit5,improve_mrr,manager_hit1,manager_hit3,manager_hit5,manager_mrr,num_queries,retriever,seed
0.6875,0.6875,0.6875,0.6875,0.23161764705882348,0.23161764705882348,0.23161764705882348,0.23161764705882348,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.9191176470588235,272.0,sparse,0.0
0.6875,0.6875,0.6875,0.6875,0.2095588235294118,0.2095588235294118,0.2095588235294118,0.2095588235294118,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.8970588235294118,272.0,sparse,1.0
0.6875,0.6875,0.6875,0.6875,0.23161764705882348,0.23161764705882348,0.23161764705882348,0.23161764705882348,0.9191176470588235,0.9191176470588235,0.9191176470588235,0.9191176470588235,272.0,dense,0.0
0.6875,0.6875,0.6875,0.6875,0.2095588235294118,0.2095588235294118,0.2095588235294118,0.2095588235294118,0.8970588235294118,0.8970588235294118,0.8970588235294118,0.8970588235294118,272.0,dense,1.0
0.6875,0.6875,0.6875,0.6875,0.22058823529411764,0.22058823529411764,0.22058823529411764,0.22058823529411764,0.9080882352941176,0.9080882352941176,0.9080882352941176,0.9080882352941176,272.0,,mean
